split,frame_id,image_path,annotation_path,object_count
test,237,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000237.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000237.txt,4
test,238,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000238.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000238.txt,4
test,239,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000239.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000239.txt,4
test,240,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000240.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000240.txt,4
test,241,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000241.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000241.txt,4
test,242,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000242.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000242.txt,4
test,243,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000243.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000243.txt,4
test,244,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000244.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000244.txt,4
test,245,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000245.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000245.txt,4
test,246,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000246.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000246.txt,4
test,247,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000247.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000247.txt,4
test,248,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000248.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000248.txt,4
test,249,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000249.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000249.txt,4
test,250,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000250.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000250.txt,4
test,251,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000251.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000251.txt,4
test,252,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000252.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000252.txt,4
test,253,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000253.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000253.txt,4
test,254,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000254.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000254.txt,4
test,255,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000255.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000255.txt,4
test,256,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000256.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000256.txt,4
test,257,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000257.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000257.txt,4
test,258,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000258.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000258.txt,4
test,259,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000259.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000259.txt,4
test,260,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000260.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000260.txt,4
test,261,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000261.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000261.txt,4
test,262,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000262.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000262.txt,4
test,263,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000263.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000263.txt,4
